City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Year,Month,Season,AQI_lag1,AQI_lag2,AQI_lag3,AQI_lag7,PM2.5_lag1,PM2.5_lag2,PM2.5_lag3,PM2.5_lag7,PM10_lag1,PM10_lag2,PM10_lag3,PM10_lag7,NO2_lag1,NO2_lag2,NO2_lag3,NO2_lag7,SO2_lag1,SO2_lag2,SO2_lag3,SO2_lag7,CO_lag1,CO_lag2,CO_lag3,CO_lag7,O3_lag1,O3_lag2,O3_lag3,O3_lag7,AQI_rolling7_mean,AQI_rolling7_std,AQI_rolling30_mean,AQI_rolling30_std,PM2.5_rolling7_mean,PM10_rolling7_mean
Delhi,2015-01-30,178.04,272.61,19.8,38.43,44.45,69.78,11.58,6.43,14.91,3.65,6.61,3.35,345.0,Very Poor,2015,1,Winter,327.0,295.0,318.0,254.0,173.13,134.6,154.2,128.73,277.0,156.9,217.2,136.07,38.34,28.6,30.39,17.35,5.53,5.21,6.42,6.77,11.74,10.21,10.36,8.74,16.29,15.23,17.11,10.91,319.14285714285717,19.437322958924156,342.56666666666666,56.668231891838,154.69714285714284,209.34285714285716
Delhi,2015-01-31,158.59,207.06,30.67,41.36,57.77,67.66,8.7,5.03,17.51,4.36,8.98,2.54,334.0,Very Poor,2015,1,Winter,345.0,327.0,295.0,324.0,178.04,173.13,134.6,164.98,272.61,277.0,156.9,200.02,38.43,38.34,28.6,15.77,6.43,5.53,5.21,8.89,11.58,11.74,10.21,9.39,14.91,16.29,15.23,9.35,320.57142857142856,20.206081121427548,337.96666666666664,51.129641401882104,153.78428571428572,210.34857142857143
Delhi,2015-02-01,211.59,371.05,57.56,58.17,93.17,96.69,13.08,9.9,23.28,6.65,15.45,3.36,358.0,Very Poor,2015,2,Winter,334.0,345.0,327.0,333.0,158.59,178.04,173.13,148.59,207.06,272.61,277.0,203.81,41.36,38.43,38.34,20.83,5.03,6.43,5.53,5.96,8.7,11.58,11.74,11.44,17.51,14.91,16.29,16.65,324.14285714285717,24.51821480334273,334.76666666666665,46.402796685435725,162.78428571428572,234.24
Delhi,2015-02-02,163.64,219.84,13.7,37.25,39.34,84.49,10.59,5.31,28.38,2.53,4.69,2.58,349.0,Very Poor,2015,2,Winter,358.0,334.0,345.0,292.0,211.59,158.59,178.04,129.34,371.05,207.06,272.61,137.86,58.17,41.36,38.43,25.66,9.9,5.03,6.43,6.78,13.08,8.7,11.58,10.19,23.28,17.51,14.91,18.18,332.2857142857143,21.320680771763076,341.6333333333333,29.04038013113669,167.68428571428572,245.95142857142858
Delhi,2015-02-03,157.71,194.09,12.28,31.05,34.1,66.38,8.21,5.64,28.56,2.13,4.24,1.12,334.0,Very Poor,2015,2,Winter,349.0,358.0,334.0,318.0,163.64,211.59,158.59,154.2,219.84,371.05,207.06,217.2,37.25,58.17,41.36,30.39,5.31,9.9,5.03,6.42,10.59,13.08,8.7,10.36,28.38,23.28,17.51,17.11,334.57142857142856,20.370379990377714,342.1333333333333,28.765081002101667,168.18571428571428,242.65000000000003
Delhi,2015-02-04,137.26,147.08,15.21,29.69,36.06,53.28,9.11,5.06,15.07,3.04,6.31,2.79,313.0,Very Poor,2015,2,Winter,334.0,349.0,358.0,295.0,157.71,163.64,211.59,134.6,194.09,219.84,371.05,156.9,31.05,37.25,58.17,28.6,5.64,5.31,9.9,5.21,8.21,10.59,13.08,10.21,28.56,28.38,23.28,15.23,337.14285714285717,14.960264830861933,341.73333333333335,29.093112507985424,168.56571428571428,241.24714285714285
Delhi,2015-02-05,131.76,127.42,23.15,36.51,47.4,51.24,8.18,4.85,21.7,4.92,10.17,3.33,262.0,Poor,2015,2,Winter,313.0,334.0,349.0,327.0,137.26,157.71,163.64,173.13,147.08,194.09,219.84,277.0,29.69,31.05,37.25,38.34,5.06,5.64,5.31,5.53,9.11,8.21,10.59,11.74,15.07,28.56,28.38,16.29,327.85714285714283,32.359586788815065,339.8666666666667,32.28935271650043,162.65571428571428,219.87857142857143
Delhi,2015-02-06,151.6,330.99,46.66,67.0,84.76,63.45,5.51,9.13,33.92,9.46,19.7,9.77,303.0,Very Poor,2015,2,Winter,262.0,313.0,334.0,345.0,131.76,137.26,157.71,178.04,127.42,147.08,194.09,272.61,36.51,29.69,31.05,38.43,4.85,5.06,5.64,6.43,8.18,9.11,8.21,11.58,21.7,15.07,28.56,14.91,321.85714285714283,32.5444750632554,338.2,32.87321517378653,158.87857142857143,228.21857142857144
Delhi,2015-02-07,160.75,210.52,37.54,57.69,71.68,58.15,10.28,6.91,43.44,5.5,14.95,6.68,329.0,Very Poor,2015,2,Winter,303.0,262.0,313.0,334.0,151.6,131.76,137.26,158.59,330.99,127.42,147.08,207.06,67.0,36.51,29.69,41.36,9.13,4.85,5.06,5.03,5.51,8.18,9.11,8.7,33.92,21.7,15.07,17.51,321.14285714285717,32.28739987171754,336.4,31.796334640202225,159.18714285714285,228.71285714285713
Delhi,2015-02-08,145.34,215.69,30.54,50.39,61.78,66.72,5.39,8.66,30.43,2.42,6.5,0.57,323.0,Very Poor,2015,2,Winter,329.0,303.0,262.0,358.0,160.75,151.6,131.76,211.59,210.52,330.99,127.42,371.05,57.69,67.0,36.51,58.17,6.91,9.13,4.85,9.9,10.28,5.51,8.18,13.08,43.44,33.92,21.7,23.28,316.14285714285717,28.062006173404352,334.6666666666667,31.02761098889441,149.72285714285712,206.51857142857145
Delhi,2015-02-09,134.67,109.86,19.95,39.18,44.48,74.29,5.11,9.7,20.62,2.59,3.17,1.24,266.0,Poor,2015,2,Winter,323.0,329.0,303.0,349.0,145.34,160.75,151.6,163.64,215.69,210.52,330.99,219.84,50.39,57.69,67.0,37.25,8.66,6.91,9.13,5.31,5.39,10.28,5.51,10.59,30.43,43.44,33.92,28.38,304.2857142857143,29.369566366758267,331.0,32.441990669820036,145.5842857142857,190.80714285714288
Delhi,2015-02-10,153.07,218.23,23.41,42.2,48.01,79.54,10.88,5.81,19.02,5.58,7.1,7.93,319.0,Very Poor,2015,2,Winter,266.0,323.0,329.0,334.0,134.67,145.34,160.75,157.71,109.86,215.69,210.52,194.09,39.18,50.39,57.69,31.05,9.7,8.66,6.91,5.64,5.11,5.39,10.28,8.21,20.62,30.43,43.44,28.56,302.14285714285717,27.31561562811364,329.0,31.20676319270421,144.92142857142855,194.25571428571428
Delhi,2015-02-11,116.91,316.14,33.79,53.63,64.04,95.13,12.64,7.54,27.17,5.96,5.59,10.72,334.0,Very Poor,2015,2,Winter,319.0,266.0,323.0,313.0,153.07,134.67,145.34,137.26,218.23,109.86,215.69,147.08,42.2,39.18,50.39,29.69,5.81,9.7,8.66,5.06,10.88,5.11,5.39,9.11,19.02,20.62,30.43,15.07,305.14285714285717,29.751350509562528,327.6333333333333,29.997107140216208,142.0142857142857,218.40714285714284
Delhi,2015-02-12,177.98,394.97,30.48,42.73,58.19,69.47,13.28999999999995,9.2,25.58,3.5,7.38,10.65,342.0,Very Poor,2015,2,Winter,334.0,319.0,266.0,262.0,116.91,153.07,134.67,131.76,316.14,218.23,109.86,127.42,53.63,42.2,39.18,36.51,7.54,5.81,9.7,4.85,12.64,10.88,5.11,8.18,27.17,19.02,20.62,21.7,316.57142857142856,25.474543783007622,326.8333333333333,29.249324582043737,148.61714285714285,256.62857142857143
Delhi,2015-02-13,167.01,328.43,32.23,44.61,55.13,83.96,11.26,7.77,27.62,3.53,7.69,11.45,341.0,Very Poor,2015,2,Winter,342.0,334.0,319.0,303.0,177.98,116.91,153.07,151.6,394.97,316.14,218.23,330.99,42.73,53.63,42.2,67.0,9.2,7.54,5.81,9.13,13.75,12.64,10.88,5.51,25.58,27.17,19.02,33.92,322.0,26.140645235596722,326.43333333333334,28.959762017184378,150.81857142857143,256.2628571428571
Delhi,2015-02-14,193.96,412.46,81.47,53.81,107.76,137.27,11.73,9.36,34.22,9.01,17.88,14.17,377.0,Very Poor,2015,2,Winter,341.0,342.0,334.0,329.0,167.01,177.98,116.91,160.75,328.43,394.97,316.14,210.52,44.61,42.73,53.63,57.69,7.77,9.2,7.54,6.91,11.26,13.75,12.64,10.28,27.62,25.58,27.17,43.44,328.85714285714283,33.533210262010165,327.6666666666667,30.31368569194261,155.56285714285715,285.1114285714286
Delhi,2015-02-15,184.06,497.37,44.16,58.15,75.98,61.89,13.28999999999995,9.13,40.91,4.79,8.98,12.44,391.0,Very Poor,2015,2,Winter,377.0,341.0,342.0,323.0,193.96,167.01,177.98,145.34,412.46,328.43,394.97,215.69,53.81,44.61,42.73,50.39,9.36,7.77,9.2,8.66,11.73,11.26,13.75,5.39,34.22,27.62,25.58,30.43,338.57142857142856,40.64831748406949,328.8333333333333,32.0646796048381,161.09428571428572,325.3514285714286
Delhi,2015-02-16,152.62,310.74,24.32,44.22,49.67,74.74,11.55,6.79,34.36,2.84,5.37,3.49,358.0,Very Poor,2015,2,Winter,391.0,377.0,341.0,266.0,184.06,193.96,167.01,134.67,497.37,412.46,328.43,109.86,58.15,53.81,44.61,39.18,9.13,9.36,7.77,9.7,13.78,11.73,11.26,5.11,40.91,34.22,27.62,20.62,351.7142857142857,25.217152137082394,328.76666666666665,31.999658762548403,163.6585714285714,354.0485714285714
Delhi,2015-02-17,161.27,195.78,23.71,25.4,42.76,75.66,10.3,5.6,41.62,3.04,5.62,3.78,327.0,Very Poor,2015,2,Winter,358.0,391.0,377.0,319.0,152.62,184.06,193.96,153.07,310.74,497.37,412.46,218.23,44.22,58.15,53.81,42.2,6.79,9.13,9.36,5.81,11.55,13.78,11.73,10.88,34.36,40.91,34.22,19.02,352.85714285714283,23.617991527848453,327.3333333333333,31.03761159195943,164.82999999999998,350.84142857142854
Delhi,2015-02-18,188.2,253.53,69.2,60.29,104.31,79.83,13.28999999999995,8.65,36.54,8.34,16.27,4.38,365.0,Very Poor,2015,2,Winter,327.0,358.0,391.0,334.0,161.27,152.62,184.06,116.91,195.78,310.74,497.37,316.14,25.4,44.22,58.15,53.63,5.6,6.79,9.13,7.54,10.3,11.55,13.78,12.64,41.62,34.36,40.91,27.17,357.2857142857143,22.366003112717614,327.43333333333334,31.1577558101741,175.0142857142857,341.8971428571428
Delhi,2015-02-19,159.97,193.78,24.53,40.51,47.8,81.44,13.11,5.08,31.88,3.11,6.12,3.49,352.0,Very Poor,2015,2,Winter,365.0,327.0,358.0,342.0,188.2,161.27,152.62,177.98,253.53,195.78,310.74,394.97,60.29,25.4,44.22,42.73,8.65,5.6,6.79,9.2,16.23,10.3,11.55,13.75,36.54,41.62,34.36,25.58,358.7142857142857,21.530708965833607,327.8333333333333,31.400728448977706,172.44142857142856,313.1557142857143
Delhi,2015-02-20,144.12,162.2,18.1,34.71,40.32,81.04,11.45,5.93,31.61,2.35,6.76,4.07,317.0,Very Poor,2015,2,Winter,352.0,365.0,327.0,341.0,159.97,188.2,161.27,167.01,193.78,253.53,195.78,328.43,40.51,60.29,25.4,44.61,5.08,8.65,5.6,7.77,13.11,16.23,10.3,11.26,31.88,36.54,41.62,27.62,355.2857142857143,26.221583258289854,327.1333333333333,31.40034409358285,169.17142857142855,289.40857142857146
Delhi,2015-02-21,155.38,191.03,35.51,45.11,57.91,69.59,13.28999999999995,12.24,30.11,4.69,16.48,9.41,320.0,Very Poor,2015,2,Winter,317.0,352.0,365.0,377.0,144.12,159.97,188.2,193.96,162.2,193.78,253.53,412.46,34.71,40.51,60.29,53.81,5.93,5.08,8.65,9.36,11.45,13.11,16.23,11.73,31.61,31.88,36.54,34.22,347.14285714285717,27.187181853639277,326.73333333333335,31.412641133602676,163.66,257.7757142857143
Delhi,2015-02-22,124.1,107.61,15.38,31.83,32.15,70.25,9.73,5.68,27.19,0.88,3.13,1.44,279.0,Poor,2015,2,Winter,320.0,317.0,352.0,391.0,155.38,144.12,159.97,184.06,191.03,162.2,193.78,497.37,45.11,34.71,40.51,58.15,12.24,5.93,5.08,9.13,14.21,11.45,13.11,13.78,30.11,31.61,31.88,40.91,331.14285714285717,29.89664736738074,327.56666666666666,29.70160025101788,155.09428571428572,202.09571428571425
Delhi,2015-02-23,141.39,157.01,21.95,38.23,42.71,36.38,9.29,9.43,36.86,2.02,11.23,10.87,281.0,Poor,2015,2,Winter,279.0,320.0,317.0,358.0,124.1,155.38,144.12,152.62,107.61,191.03,162.2,310.74,31.83,45.11,34.71,44.22,5.68,12.24,5.93,6.79,9.73,14.21,11.45,11.55,27.19,30.11,31.61,34.36,320.14285714285717,32.42647360531479,326.1333333333333,30.893290570912832,153.49,180.13428571428568
Delhi,2015-02-24,170.16,238.33,36.04,48.4,60.78,34.14,13.28999999999995,9.28,37.39,4.28,22.47,17.65,354.0,Very Poor,2015,2,Winter,281.0,279.0,320.0,327.0,141.39,124.1,155.38,161.27,157.01,107.61,191.03,195.78,38.23,31.83,45.11,25.4,9.43,5.68,12.24,5.6,9.29,9.73,14.21,10.3,36.86,27.19,30.11,41.62,324.0,34.89030428834523,326.8333333333333,31.289618564071034,154.76,186.21285714285713
Delhi,2015-02-25,148.19,169.57,14.79,29.28,34.14,34.91,13.28999999999995,5.94,31.57,2.06,6.92,1.75,340.0,Very Poor,2015,2,Winter,354.0,281.0,279.0,365.0,170.16,141.39,124.1,188.2,238.33,157.01,107.61,253.53,48.4,38.23,31.83,60.29,9.28,9.43,5.68,8.65,14.17,9.29,9.73,16.23,37.39,36.86,27.19,36.54,320.42857142857144,31.063682668871817,328.43333333333334,30.6680596885012,149.0442857142857,174.21857142857144
Delhi,2015-02-26,140.78,171.64,11.34,20.95,26.65,23.22,13.28999999999995,6.98,28.72,1.81,6.96,3.64,323.0,Very Poor,2015,2,Winter,340.0,354.0,281.0,352.0,148.19,170.16,141.39,159.97,169.57,238.33,157.01,193.78,29.28,48.4,38.23,40.51,5.94,9.28,9.43,5.08,14.13,14.17,9.29,13.11,31.57,37.39,36.86,31.88,316.2857142857143,27.9267750000738,328.6,30.62295735622835,146.30285714285714,171.05571428571426
Delhi,2015-02-27,130.42,163.67,13.85,24.75,31.46,22.36,12.78,12.12,34.08,2.14,8.56,4.34,315.0,Very Poor,2015,2,Winter,323.0,340.0,354.0,317.0,140.78,148.19,170.16,144.12,171.64,169.57,238.33,162.2,20.95,29.28,48.4,34.71,6.98,5.94,9.28,5.93,13.61,14.13,14.17,11.45,28.72,31.57,37.39,31.61,316.0,27.92848008753761,329.26666666666665,30.079129358884487,144.34571428571428,171.26571428571427
Delhi,2015-02-28,105.86,169.28,9.21,20.65,25.3,16.49,11.8,12.48,41.38,1.97,7.83,1.25,310.0,Very Poor,2015,2,Winter,315.0,323.0,340.0,320.0,130.42,140.78,148.19,155.38,163.67,171.64,169.57,191.03,24.75,20.95,29.28,45.11,12.12,6.98,5.94,12.24,12.78,13.61,14.13,14.21,34.08,28.72,31.57,30.11,314.57142857142856,27.945525240230598,328.7,30.282748019065373,137.27142857142857,168.1585714285714
Delhi,2015-03-01,71.83,98.89,8.49,21.42,19.55,12.44,11.62,10.99,22.51,1.38,4.63,2.6,324.0,Very Poor,2015,3,Spring,310.0,315.0,323.0,279.0,105.86,130.42,140.78,124.1,169.28,163.67,171.64,107.61,20.65,24.75,20.95,31.83,12.48,12.12,6.98,5.68,11.8,12.78,13.61,9.73,41.38,34.08,28.72,27.19,321.0,23.166067138525115,328.0,30.135326960802725,129.8042857142857,166.91285714285715
Delhi,2015-03-02,53.71,60.15,11.02,13.43,20.48,19.11,10.19,3.21,22.08,0.91,3.45,0.69,226.0,Poor,2015,3,Spring,324.0,310.0,315.0,281.0,71.83,105.86,130.42,141.39,98.89,169.28,163.67,157.01,21.42,20.65,24.75,38.23,10.99,12.48,12.12,9.43,11.62,11.8,12.78,9.29,22.51,41.38,34.08,36.86,313.14285714285717,41.25703403230581,324.4,35.38712019735529,117.27857142857144,153.07571428571427
Delhi,2015-03-03,83.49,112.1,16.23,23.75,30.88,16.04,11.72,5.07,20.83,2.13,8.11,2.41,266.0,Poor,2015,3,Spring,226.0,324.0,310.0,354.0,53.71,71.83,105.86,170.16,60.15,98.89,169.28,238.33,13.43,21.42,20.65,48.4,3.21,10.99,12.48,9.28,10.19,11.62,11.8,14.17,22.08,22.51,41.38,37.39,300.57142857142856,40.12421190443941,321.3333333333333,36.34825170897292,104.89714285714285,135.04285714285714
Delhi,2015-03-04,91.07,139.15,13.71,24.28,28.73,17.44,10.64,4.68,25.83,1.6,8.05,6.62,200.0,Moderate,2015,3,Spring,266.0,226.0,324.0,340.0,83.49,53.71,71.83,148.19,112.1,60.15,98.89,169.57,23.75,13.43,21.42,29.28,5.07,3.21,10.99,5.94,11.72,10.19,11.62,14.13,20.83,22.08,22.51,31.57,280.57142857142856,50.69469775974948,316.3666666666667,42.15364616563404,96.73714285714286,130.69714285714284
Delhi,2015-03-05,106.57,196.19,25.97,31.12,45.48,28.86,9.36,5.97,32.88,3.27,15.12,10.65,275.0,Poor,2015,3,Spring,200.0,266.0,226.0,323.0,91.07,83.49,53.71,140.78,139.15,112.1,60.15,171.64,24.28,23.75,13.43,20.95,4.68,5.07,3.21,6.98,10.64,11.72,10.19,13.61,25.83,20.83,22.08,28.72,273.7142857142857,47.11940253481638,314.4,42.675681518910174,91.85,134.2042857142857
Delhi,2015-03-06,101.75,163.14,20.56,26.59,34.17,32.04,10.55,5.96,33.67,2.45,9.31,7.14,322.0,Very Poor,2015,3,Spring,275.0,200.0,266.0,315.0,106.57,91.07,83.49,130.42,196.19,139.15,112.1,163.67,31.12,24.28,23.75,24.75,5.97,4.68,5.07,12.12,9.36,10.64,11.72,12.78,32.88,25.83,20.83,34.08,274.7142857142857,48.20343793311214,314.7,42.69712903212826,87.75428571428571,134.12857142857143
Delhi,2015-03-07,77.57,90.54,12.07,19.15,24.66,16.83,9.48,5.18,23.09,1.68,6.31,1.25,216.0,Poor,2015,3,Spring,322.0,275.0,200.0,310.0,101.75,106.57,91.07,105.86,163.14,196.19,139.15,169.28,26.59,31.12,24.28,20.65,5.96,5.97,4.68,12.48,10.55,9.36,10.64,11.8,33.67,32.88,25.83,41.38,261.2857142857143,49.80198886829776,313.1666666666667,45.39564260825146,83.71285714285715,122.88
Delhi,2015-03-08,63.24,80.2,13.52,20.35,27.44,16.12,8.19,3.98,20.71,1.69,6.09,1.35,108.0,Moderate,2015,3,Spring,216.0,322.0,275.0,324.0,77.57,101.75,106.57,71.83,90.54,163.14,196.19,98.89,19.15,26.59,31.12,21.42,5.18,5.96,5.97,10.99,9.48,10.55,9.36,11.62,23.09,33.67,32.88,22.51,230.42857142857142,68.04375343080599,306.6666666666667,58.864152977403236,82.48571428571428,120.21000000000001
Delhi,2015-03-09,76.62,117.38,10.49,18.21,22.84,15.2,9.02,4.2,22.85,1.12,4.32,1.97,197.0,Moderate,2015,3,Spring,108.0,216.0,322.0,226.0,63.24,77.57,101.75,53.71,80.2,90.54,163.14,60.15,20.35,19.15,26.59,13.43,3.98,5.18,5.96,3.21,8.19,9.48,10.55,10.19,20.71,23.09,33.67,22.08,226.28571428571428,69.23080789579666,302.26666666666665,61.98772588923992,85.75857142857144,128.38571428571427
Delhi,2015-03-10,86.7,150.92,11.44,18.82,25.78,18.88,7.98,3.84,25.87,1.51,5.62,4.8,238.0,Poor,2015,3,Spring,197.0,108.0,216.0,266.0,76.62,63.24,77.57,83.49,117.38,80.2,90.54,112.1,18.21,20.35,19.15,23.75,4.2,3.98,5.18,5.07,9.02,8.19,9.48,11.72,22.85,20.71,23.09,20.83,222.28571428571428,67.33675144553702,299.43333333333334,62.942602936070436,86.21714285714286,133.93142857142857
Delhi,2015-03-11,104.29,176.2,14.94,25.63,32.66,29.48,10.76,6.3,29.62,2.32,7.74,1.91,274.0,Poor,2015,3,Spring,238.0,197.0,108.0,200.0,86.7,76.62,63.24,91.07,150.92,117.38,80.2,139.15,18.82,18.21,20.35,24.28,3.84,4.2,3.98,4.68,7.98,9.02,8.19,10.64,25.87,22.85,20.71,25.83,232.85714285714286,69.04208516411904,299.7,62.812885785399644,88.10571428571428,139.2242857142857
Delhi,2015-03-12,115.93,203.75,18.48,32.29,37.84,30.72,11.3,7.03,35.05,2.9,12.42,15.16,315.0,Very Poor,2015,3,Spring,274.0,238.0,197.0,275.0,104.29,86.7,76.62,106.57,176.2,150.92,117.38,196.19,25.63,18.82,18.21,31.12,6.3,3.84,4.2,5.97,10.76,7.98,9.02,9.36,29.62,25.87,22.85,32.88,238.57142857142858,74.54720460410076,299.56666666666666,62.77473867800614,89.44285714285715,140.30428571428573
Delhi,2015-03-13,108.66,173.89,15.61,30.75,37.02,23.31,10.23,10.65,34.05,3.41,14.88,9.81,307.0,Very Poor,2015,3,Spring,315.0,274.0,238.0,322.0,115.93,104.29,86.7,101.75,203.75,176.2,150.92,163.14,32.29,25.63,18.82,26.59,7.03,6.3,3.84,5.96,11.3,10.76,7.98,10.55,35.05,29.62,25.87,33.67,236.42857142857142,71.91860478544936,298.6666666666667,62.45678966063377,90.42999999999999,141.84
Delhi,2015-03-14,67.94,105.29,14.3,29.78,32.1,29.21,9.18,10.14,23.39,2.42,9.14,0.8,208.0,Poor,2015,3,Spring,307.0,315.0,274.0,216.0,108.66,115.93,104.29,77.57,173.89,203.75,176.2,90.54,30.75,32.29,25.63,19.15,10.65,7.03,6.3,5.18,10.23,11.3,10.76,9.48,34.05,35.05,29.62,23.09,235.28571428571428,72.3595519741845,294.2,64.02284075180546,89.05428571428571,143.94714285714286
Delhi,2015-03-15,38.89,46.68,9.49,17.76,21.45,30.59,8.23,4.25,22.0,1.03,4.45,1.38,165.0,Moderate,2015,3,Spring,208.0,307.0,315.0,108.0,67.94,108.66,115.93,63.24,105.29,173.89,203.75,80.2,29.78,30.75,32.29,20.35,10.14,10.65,7.03,3.98,9.18,10.23,11.3,8.19,23.39,34.05,35.05,20.71,243.42857142857142,57.28541740808911,288.3333333333333,67.552959216089,85.57571428571428,139.15857142857143
Delhi,2015-03-16,45.39,74.14,10.2,17.14,22.27,33.16,7.87,8.8,25.55,1.05,4.83,0.74,188.0,Moderate,2015,3,Spring,165.0,208.0,307.0,197.0,38.89,67.94,108.66,76.62,46.68,105.29,173.89,117.38,17.76,29.78,30.75,18.21,4.25,10.14,10.65,4.2,8.23,9.18,10.23,9.02,22.0,23.39,34.05,22.85,242.14285714285714,58.58733814124124,282.03333333333336,67.81134242086313,81.11428571428571,132.98142857142858
Delhi,2015-03-17,55.55,104.33,12.18,20.96,25.28,39.8,10.45,7.19,23.11,1.55,6.39,4.07,217.0,Poor,2015,3,Spring,188.0,165.0,208.0,238.0,45.39,38.89,67.94,86.7,74.14,46.68,105.29,150.92,17.14,17.76,29.78,18.82,8.8,4.25,10.14,3.84,7.87,8.23,9.18,7.98,25.55,22.0,23.39,25.87,239.14285714285714,59.36729899933245,276.23333333333335,65.57421872138129,76.66428571428571,126.32571428571428
Delhi,2015-03-18,50.59,95.56,9.32,16.6,21.74,39.16,7.83,3.6,27.5,1.11,4.42,3.67,191.0,Moderate,2015,3,Spring,217.0,188.0,165.0,274.0,55.55,45.39,38.89,104.29,104.33,74.14,46.68,176.2,20.96,17.14,17.76,25.63,7.19,8.8,4.25,6.3,10.45,7.87,8.23,10.76,23.11,25.55,22.0,29.62,227.28571428571428,59.53350397245267,270.6666666666667,65.48194451504384,68.99285714285715,114.80571428571429
Delhi,2015-03-19,69.51,136.67,14.05,23.77,30.29,36.77,7.89,4.97,27.07,3.23,8.67,7.55,240.0,Poor,2015,3,Spring,191.0,217.0,188.0,315.0,50.59,55.55,45.39,115.93,95.56,104.33,74.14,203.75,16.6,20.96,17.14,32.29,3.6,7.19,8.8,7.03,7.83,10.45,7.87,11.3,27.5,23.11,25.55,35.05,216.57142857142858,46.42146465755166,267.76666666666665,64.82426287642059,62.36142857142857,105.22285714285714
Delhi,2015-03-20,96.62,168.0,19.15,29.04,37.12,35.07,9.59,6.66,29.01,5.67,17.61,22.01,229.0,Poor,2015,3,Spring,240.0,191.0,217.0,307.0,69.51,50.59,55.55,108.66,136.67,95.56,104.33,173.89,23.77,16.6,20.96,30.75,4.97,3.6,7.19,10.65,7.89,7.83,10.45,10.23,27.07,27.5,23.11,34.05,205.42857142857142,25.941325736213095,263.23333333333335,62.50389413155962,60.64142857142857,104.38142857142857
Delhi,2015-03-21,96.28,172.91,20.18,29.21,37.78,32.01,8.82,7.31,25.97,7.79,16.65,17.47,248.0,Poor,2015,3,Spring,229.0,240.0,191.0,208.0,96.62,69.51,50.59,67.94,168.0,136.67,95.56,105.29,29.04,23.77,16.6,29.78,6.66,4.97,3.6,10.14,9.59,7.89,7.83,9.18,29.01,27.07,27.5,23.39,211.14285714285714,30.59100396864179,259.76666666666665,60.254450877713026,64.69000000000001,114.04142857142857
Delhi,2015-03-22,72.2,122.12,9.39,20.27,23.15,32.52,8.5,4.4,25.48,2.67,6.07,5.96,204.0,Poor,2015,3,Spring,248.0,229.0,240.0,165.0,96.28,96.62,69.51,38.89,172.91,168.0,136.67,46.68,29.21,29.04,23.77,17.76,7.31,6.66,4.97,4.25,8.82,9.59,7.89,8.23,25.97,29.01,27.07,22.0,216.71428571428572,23.521013907526015,256.0,60.08499726680317,69.44857142857144,124.81857142857142
Delhi,2015-03-23,78.47,131.42,12.57,23.04,28.5,32.13,8.6,4.07,27.1,5.45,13.55,10.98,271.0,Poor,2015,3,Spring,204.0,248.0,229.0,188.0,72.2,96.28,96.62,45.39,122.12,172.91,168.0,74.14,20.27,29.21,29.04,17.14,4.4,7.31,6.66,8.8,8.5,8.82,9.59,7.87,25.48,25.97,29.01,25.55,228.57142857142858,27.257152840168846,254.36666666666667,58.940345840655816,74.17428571428572,133.00142857142856
Delhi,2015-03-24,91.87,179.36,21.3,30.01,40.31,31.79,10.1,7.35,34.78,9.72,16.21,15.64,290.0,Poor,2015,3,Spring,271.0,204.0,248.0,217.0,78.47,72.2,96.28,55.55,131.42,122.12,172.91,104.33,23.04,20.27,29.21,20.96,4.07,4.4,7.31,7.19,8.6,8.5,8.82,10.45,27.1,25.48,25.97,23.11,239.0,34.9666507785149,254.73333333333332,59.13277481626653,79.36285714285715,143.72
Delhi,2015-03-25,107.26,201.08,21.52,33.82,42.98,27.92,11.69,11.82,45.78,4.93,11.03,9.98,340.0,Very Poor,2015,3,Spring,290.0,271.0,204.0,191.0,91.87,78.47,72.2,50.59,179.36,131.42,122.12,95.56,30.01,23.04,20.27,16.6,7.35,4.07,4.4,3.6,10.1,8.6,8.5,7.83,34.78,27.1,25.48,27.5,260.2857142857143,44.83567881986462,256.7,60.98849524069403,87.45857142857143,158.7942857142857
Delhi,2015-03-26,109.78,217.9,24.1,33.02,44.26,28.0,12.67,9.3,40.0,6.64,10.31,2.53,358.0,Very Poor,2015,3,Spring,340.0,290.0,271.0,240.0,107.26,91.87,78.47,69.51,201.08,179.36,131.42,136.67,33.82,30.01,23.04,23.77,11.82,7.35,4.07,4.97,11.69,10.1,8.6,7.89,45.78,34.78,27.1,27.07,277.14285714285717,56.581588794201956,256.8333333333333,61.212509051400886,93.21142857142857,170.39857142857142
Delhi,2015-03-27,62.27,117.81,12.01,24.76,27.71,27.34,9.29,10.91,31.08,4.14,4.26,2.0,287.0,Poor,2015,3,Spring,358.0,340.0,290.0,229.0,109.78,107.26,91.87,96.62,217.9,201.08,179.36,168.0,33.02,33.82,30.01,29.04,9.3,11.82,7.35,6.66,12.67,11.69,10.1,9.59,40.0,45.78,34.78,29.01,285.42857142857144,52.45269978071375,255.06666666666666,59.46945511734611,88.30428571428571,163.22857142857143
